,Children,Age,Income,Gender,Churn,Outage_sec_perweek,Email,Contacts,Yearly_equip_failure,Techie,Contract,Port_modem,Tablet,InternetService,Phone,Multiple,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,PaymentMethod,Tenure,MonthlyCharge,Bandwidth_GB_Year,TimelyResponse,Fixes,Replacements,Reliability,Options,Respectfulness,Courteous,Listening
8609,0,61,64949.07,Female,No,11.90673,12,1,0,Yes,One year,No,No,Fiber Optic,Yes,No,No,No,Yes,No,No,Yes,No,Credit Card (automatic),70.45931,159.965,5977.627047,3,3,3,2,5,3,5,2
8610,0,59,34326.31,Male,Yes,11.16606,5,1,0,No,Month-to-month,No,Yes,DSL,Yes,Yes,No,No,No,Yes,Yes,No,No,Electronic Check,57.546859999999995,162.4538,5413.975477,3,3,3,2,4,2,5,4
8611,0,66,35478.83,Male,No,9.216302,14,0,0,Yes,Two Year,Yes,Yes,None,Yes,No,No,No,No,No,Yes,No,No,Electronic Check,70.83726999999999,104.9629,5990.24437,6,5,5,5,3,4,5,5
8612,1,18,75193.8,Male,No,10.13223,15,2,0,No,One year,Yes,No,Fiber Optic,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Bank Transfer(automatic),64.68179,172.4555,5842.329497,4,4,4,4,3,3,4,3
8613,1,82,124590.0,Male,No,11.63685,10,1,2,No,Month-to-month,No,No,Fiber Optic,Yes,No,No,Yes,No,No,Yes,No,No,Bank Transfer(automatic),52.25168,159.9349,4539.697433,3,4,3,5,3,3,5,4
8614,4,85,51630.71,Male,No,4.452995,9,2,1,No,Two Year,No,No,Fiber Optic,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Credit Card (automatic),41.36314,255.1417,4048.983361,3,4,3,3,3,4,4,4
8615,0,18,33975.64,Female,No,7.381781,13,0,0,Yes,Two Year,No,Yes,DSL,Yes,Yes,No,No,No,No,Yes,Yes,No,Electronic Check,57.42888000000001,220.1149,5748.819173,3,3,3,2,3,3,1,3
8616,3,82,24689.6,Male,No,4.4458470000000005,10,0,0,No,Two Year,Yes,No,None,Yes,No,No,Yes,No,No,No,No,No,Electronic Check,67.87061,102.4746,5720.467652,3,3,5,4,4,3,4,3
8617,1,21,37709.27,Female,No,13.64684,11,0,0,No,Two Year,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Mailed Check,57.3396,207.4754,5648.315329999999,4,3,3,2,5,4,4,3
8618,3,41,86921.8,Female,No,11.99123,20,0,0,No,Month-to-month,No,No,Fiber Optic,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Mailed Check,48.71074,182.4608,4447.513551,6,5,4,5,4,5,6,6
8619,6,81,46561.38,Female,No,8.703489,9,0,0,No,Two Year,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,No,No,Yes,Electronic Check,65.19543,127.4601,5932.432985,3,1,3,4,4,1,1,3
8620,4,25,17781.91,Male,No,12.070960000000001,17,0,1,No,Month-to-month,No,Yes,DSL,No,Yes,No,No,No,Yes,No,No,Yes,Bank Transfer(automatic),63.47229,137.4698,5973.523544,3,3,3,4,4,4,2,3
8621,4,33,48357.93,Female,No,12.562389999999999,16,1,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,Yes,No,No,No,No,No,Yes,No,Electronic Check,64.25690999999999,179.9476,5671.161211,4,3,2,3,2,4,4,3
8622,1,48,37056.67,Male,No,9.945029,9,1,0,No,Month-to-month,No,No,DSL,Yes,No,No,Yes,No,Yes,No,No,No,Bank Transfer(automatic),61.21945,127.4601,5643.207448,2,2,3,2,4,3,4,3
8623,2,39,22977.79,Female,No,8.369639999999999,8,0,1,No,Two Year,Yes,No,Fiber Optic,Yes,No,Yes,No,Yes,Yes,No,Yes,No,Bank Transfer(automatic),61.0763,174.9919,5422.029613000001,4,4,3,3,3,3,3,4
8624,2,78,128842.9,Female,Yes,9.442846000000001,10,2,1,No,Month-to-month,No,No,DSL,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Electronic Check,55.51616,245.14700000000002,5546.415428,4,4,5,3,4,6,5,5
8625,3,28,16997.45,Male,No,8.543635,10,0,0,No,Month-to-month,No,No,Fiber Optic,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Credit Card (automatic),55.40614,230.1051,5298.247055,3,3,4,2,4,4,4,3
8626,0,35,88831.62,Male,No,6.634736,12,2,1,No,Two Year,No,No,Fiber Optic,Yes,Yes,Yes,Yes,No,No,No,No,No,Electronic Check,61.24745,169.9741,5386.6759090000005,3,3,4,4,3,3,3,3
8627,3,57,7163.05,Male,No,11.89701,14,1,1,No,One year,No,No,DSL,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Electronic Check,62.68234,197.484,6182.792584000001,4,4,3,5,3,4,3,4
8628,4,63,57437.15,Male,No,9.354817,13,0,1,No,One year,Yes,No,Fiber Optic,Yes,Yes,Yes,Yes,No,No,No,No,No,Electronic Check,59.33067,169.9741,5260.956377,4,2,2,5,4,3,3,2
8629,1,47,26722.64,Male,No,14.348360000000001,14,2,0,No,Month-to-month,No,No,Fiber Optic,Yes,No,Yes,No,No,No,No,No,Yes,Credit Card (automatic),65.89761,114.9728,5593.200037,3,2,2,5,2,4,4,4
8630,1,62,35795.48,Male,No,9.414574,3,0,0,No,One year,Yes,No,DSL,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Bank Transfer(automatic),64.85755999999999,162.4608,6135.9085,3,4,3,3,4,5,4,2
8631,1,57,58809.85,Male,No,6.975702,15,0,2,Yes,Two Year,Yes,Yes,Fiber Optic,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Electronic Check,62.78671,182.4608,5569.125917,5,4,4,3,4,3,3,5
8632,1,40,23806.77,Female,No,10.78835,10,1,0,No,One year,No,Yes,None,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Bank Transfer(automatic),46.65167,184.9939,4286.838179,3,2,3,3,4,5,4,2
8633,0,69,69369.55,Female,No,8.272683,8,3,1,No,Two Year,Yes,No,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Credit Card (automatic),64.95453,207.4811,5777.625223,3,4,3,3,3,4,3,4
8634,1,44,43141.58,Female,No,10.52838,8,1,0,No,Two Year,Yes,No,Fiber Optic,Yes,No,Yes,No,No,No,Yes,No,No,Bank Transfer(automatic),70.9092,139.9568,6127.202373,4,4,4,5,3,3,2,2
8635,1,31,4145.29,Male,No,11.43356,13,0,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Mailed Check,59.59893,182.447,5312.34805,3,3,2,3,3,2,4,4
8636,0,22,51024.09,Female,No,9.781356,12,0,1,No,Month-to-month,No,No,DSL,Yes,Yes,No,No,Yes,No,No,Yes,No,Credit Card (automatic),53.49096,172.4705,5200.58921,3,4,4,4,3,5,2,2
8637,1,71,30935.61,Male,No,5.034833,10,0,0,No,Month-to-month,No,No,Fiber Optic,Yes,Yes,Yes,Yes,No,No,No,No,No,Electronic Check,71.3757,169.9741,6129.316509,4,5,3,4,2,5,5,6
8638,0,80,58528.77,Male,No,9.656326,12,1,1,No,Two Year,No,No,Fiber Optic,Yes,Yes,No,No,No,No,No,No,No,Electronic Check,49.26867,144.9607,4088.428701,5,5,4,4,4,2,3,2
8639,2,22,10589.06,Male,No,15.354079999999998,6,0,1,No,Month-to-month,No,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Electronic Check,52.27228,237.6549,5608.519136,3,3,3,3,5,3,3,3
8640,9,42,18732.06,Male,No,7.139813,11,1,0,Yes,Month-to-month,No,No,DSL,No,No,No,Yes,Yes,No,No,No,Yes,Credit Card (automatic),71.53607,127.4738,6835.30081,3,4,4,2,3,4,2,3
8641,2,76,34685.97,Female,No,10.26191,16,1,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Mailed Check,47.62011,162.4713,4159.078651,3,4,4,4,2,3,4,4
8642,0,42,47735.26,Male,No,12.50762,13,0,1,No,One year,Yes,No,Fiber Optic,Yes,No,No,No,Yes,No,Yes,Yes,No,Bank Transfer(automatic),58.65575,220.1323,5417.413606,6,6,5,2,4,4,5,4
8643,1,38,30216.55,Female,No,19.016289999999998,13,1,1,No,One year,Yes,No,None,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Bank Transfer(automatic),50.95377,255.1665,4953.439647,4,4,4,5,3,5,5,4
8644,2,62,10759.62,Female,Yes,13.185260000000001,12,0,1,No,Month-to-month,Yes,No,Fiber Optic,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Electronic Check,41.884190000000004,242.6326,4054.139668,5,4,3,6,4,6,5,3
8645,0,41,54540.21,Female,No,13.98197,11,0,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,Yes,Yes,No,No,No,No,No,Credit Card (automatic),62.80581,137.4686,5340.455949,2,3,4,3,3,3,3,3
8646,0,77,25293.87,Female,No,8.545651,13,1,0,Yes,Two Year,Yes,Yes,Fiber Optic,Yes,No,No,Yes,No,No,Yes,Yes,No,Electronic Check,43.50607,230.1051,4023.11996,4,3,4,4,3,2,4,5
8647,1,61,82302.01,Female,No,12.033339999999999,8,0,0,No,One year,No,No,Fiber Optic,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Mailed Check,47.291340000000005,214.9663,4276.019791,3,3,3,3,3,2,4,4
8648,1,87,73803.96,Male,No,13.25889,13,1,0,No,Two Year,No,No,Fiber Optic,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Bank Transfer(automatic),70.89862,214.9663,6207.390421,3,3,4,2,6,2,2,2
8649,10,54,22730.72,Male,No,7.737478,9,0,1,No,One year,No,No,Fiber Optic,Yes,No,No,Yes,Yes,No,Yes,No,No,Bank Transfer(automatic),55.88646,172.4579,5291.533225,5,4,3,3,3,3,4,2
8650,0,31,68058.4,Female,No,9.652242999999999,12,2,1,No,Two Year,No,Yes,Fiber Optic,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Electronic Check,57.51975,252.6378,5385.294842,4,3,3,4,3,3,3,3
8651,3,20,14817.47,Male,No,7.549896,7,2,0,Yes,One year,Yes,No,Fiber Optic,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Bank Transfer(automatic),69.4702,235.1591,6547.5367909999995,4,4,4,4,3,3,4,4
8652,3,69,2680.5,Male,No,12.16638,11,1,0,No,Month-to-month,No,No,None,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Bank Transfer(automatic),71.8434,162.4937,6337.761157,4,4,3,4,3,4,5,3
8653,2,67,43140.04,Male,No,3.5937690000000004,9,0,1,No,One year,No,No,Fiber Optic,No,Yes,Yes,Yes,No,Yes,Yes,No,No,Credit Card (automatic),67.5746,207.4673,6026.66605,4,5,3,4,3,4,5,3
8654,2,26,73725.59,Female,Yes,14.16588,8,3,0,No,Month-to-month,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Mailed Check,45.39565,245.1283,4967.376182,4,5,3,3,3,4,2,4
8655,1,76,27144.01,Female,No,10.38318,16,1,0,No,Two Year,No,No,DSL,Yes,No,No,No,No,No,No,No,Yes,Mailed Check,48.45122,92.45514,4324.605332,3,3,4,3,3,5,4,4
8656,0,40,93242.18,Female,No,13.11179,9,0,0,No,One year,No,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Electronic Check,63.57829,187.4673,6092.611808,4,4,3,4,4,3,5,4
8657,0,86,34962.75,Male,No,13.14495,14,0,0,No,Two Year,No,No,DSL,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Electronic Check,71.84893000000001,177.4876,6678.820787,4,4,4,3,3,3,2,4
8658,1,45,62420.93,Female,No,6.095828,12,3,1,No,Month-to-month,No,No,DSL,No,No,Yes,No,Yes,Yes,Yes,No,No,Mailed Check,71.63571,144.9889,6686.415286,2,2,2,4,4,3,4,4
8659,1,37,75451.72,Female,No,10.565439999999999,9,0,0,No,One year,No,Yes,Fiber Optic,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Credit Card (automatic),61.631159999999994,252.62400000000002,5652.464417,2,3,3,3,4,3,2,3
8660,0,77,25259.64,Female,No,11.90975,7,3,0,No,Month-to-month,No,No,None,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Bank Transfer(automatic),56.21975,162.5299,4844.197414,4,5,4,3,3,5,5,2
8661,3,68,38284.67,Male,No,12.545739999999999,14,0,0,No,Month-to-month,No,No,Fiber Optic,Yes,No,No,Yes,Yes,No,No,Yes,No,Electronic Check,46.634159999999994,182.4608,4271.125650999999,4,4,4,3,4,4,4,4
8662,0,26,61210.24,Male,No,12.68725,15,3,0,No,Two Year,No,Yes,None,Yes,No,No,No,Yes,No,Yes,No,Yes,Credit Card (automatic),45.48614,117.4858,4129.318617,5,5,5,4,3,6,5,5
8663,0,75,61350.75,Female,No,5.2026900000000005,13,1,0,No,Month-to-month,No,No,None,Yes,Yes,No,Yes,No,No,Yes,No,No,Electronic Check,65.351,159.9642,5630.09035,3,3,3,3,3,3,4,3
8664,9,64,56884.01,Female,No,14.964570000000002,12,2,0,No,One year,Yes,Yes,DSL,Yes,No,No,No,No,No,Yes,Yes,No,Electronic Check,69.67964,187.6094,6806.914428,2,2,4,6,3,5,5,4
8665,0,87,52838.06,Female,No,12.66209,11,1,0,Yes,Month-to-month,Yes,Yes,Fiber Optic,Yes,Yes,No,No,Yes,No,No,No,Yes,Bank Transfer(automatic),54.42916999999999,157.4836,4491.178233,2,3,3,4,3,2,3,4
8666,3,67,24407.64,Male,No,13.39011,10,0,0,No,Two Year,Yes,No,None,No,No,No,Yes,Yes,No,No,Yes,No,Credit Card (automatic),67.91936,149.9845,6018.467281,3,2,3,5,4,4,4,3
8667,1,24,44054.39,Male,No,9.416792999999998,13,0,0,No,Two Year,Yes,Yes,Fiber Optic,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Bank Transfer(automatic),68.43831,172.4555,6130.458297,1,2,2,2,6,1,3,2
8668,3,59,58054.58,Female,No,6.479447,8,2,0,No,One year,No,Yes,Fiber Optic,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Electronic Check,69.22974,240.1149,6260.19195,3,3,4,2,4,5,2,3
8669,10,20,50637.64,Female,No,10.97487,14,0,0,No,Month-to-month,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Mailed Check,66.90749,245.14700000000002,6916.234923,2,2,2,6,2,3,4,4
8670,3,80,121986.8,Male,No,11.16863,11,2,0,No,One year,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Yes,No,No,Mailed Check,47.428000000000004,164.967,4715.545669,5,4,4,4,3,3,4,4
8671,0,67,84647.54,Male,No,11.43078,4,0,1,No,Month-to-month,No,No,DSL,Yes,No,No,No,Yes,No,No,No,Yes,Electronic Check,70.03095,104.9781,6258.956902,5,6,4,3,5,6,3,6
8672,3,54,69911.65,Male,No,13.308860000000001,16,0,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Electronic Check,71.33938,220.1323,6509.69336,2,4,3,2,4,2,3,3
8673,4,40,36844.26,Male,No,12.87336,17,0,0,No,Two Year,No,No,Fiber Optic,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Electronic Check,39.35678,194.9882,3850.5835810000003,3,3,3,2,5,3,5,3
8674,0,77,25875.88,Male,No,11.12514,8,2,0,No,Two Year,Yes,No,DSL,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Bank Transfer(automatic),51.397009999999995,210.1051,5130.234856,3,3,2,4,3,4,4,4
8675,0,80,90621.46,Female,No,11.88565,11,0,0,No,Month-to-month,No,No,Fiber Optic,Yes,No,Yes,Yes,No,No,No,Yes,No,Electronic Check,60.47246,172.4555,5181.079994,5,4,4,2,6,5,4,4
8676,1,30,26826.69,Female,No,10.92878,14,1,1,No,Month-to-month,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Bank Transfer(automatic),49.11678,204.9634,4563.3631,3,5,4,3,4,4,5,4
8677,1,35,10149.33,Female,No,14.078289999999999,12,0,0,Yes,Two Year,Yes,Yes,None,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Mailed Check,49.91708,155.0084,4620.120318,2,3,4,1,4,2,4,3
8678,1,80,11920.23,Male,No,13.575439999999999,17,0,1,No,Two Year,No,No,DSL,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Bank Transfer(automatic),43.49892,164.9715,4300.053916,4,4,5,1,5,4,2,2
8679,4,88,27208.28,Female,No,12.59401,12,1,0,No,Two Year,Yes,No,Fiber Optic,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Mailed Check,60.416090000000004,230.1051,5495.763652000001,3,3,5,4,3,5,1,3
8680,1,64,51338.06,Male,No,9.305287,13,0,0,No,One year,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Bank Transfer(automatic),67.73415,255.1336,6699.368513,3,3,2,4,3,2,3,5
8681,0,64,17702.11,Female,No,11.26079,12,2,0,No,Month-to-month,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Bank Transfer(automatic),57.35881,159.9656,5233.297186,2,3,3,4,3,4,3,3
8682,4,33,43343.9,Male,No,10.828669999999999,11,2,1,No,Month-to-month,No,No,Fiber Optic,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Electronic Check,51.72997,172.4742,4744.535154,4,4,4,3,3,4,5,5
8683,4,32,38645.12,Male,No,10.77891,13,1,1,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,Yes,No,No,Yes,No,No,Yes,Bank Transfer(automatic),66.07094000000001,127.48200000000001,5753.259075,3,3,4,3,4,3,5,3
8684,2,81,49975.22,Female,No,11.38322,10,1,0,No,Month-to-month,No,No,DSL,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Credit Card (automatic),71.31658,235.1417,6821.289567,3,3,3,5,2,4,2,3
8685,3,49,75040.63,Male,No,12.08421,10,3,0,No,Two Year,Yes,No,Fiber Optic,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Credit Card (automatic),67.78527,204.9634,6139.348089,4,3,3,3,4,3,4,4
8686,0,73,44282.56,Male,No,8.803547,9,0,0,No,Month-to-month,No,No,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Bank Transfer(automatic),59.1268,219.9902,5338.3764009999995,3,4,4,3,4,2,4,3
8687,4,44,18033.08,Male,No,6.863699,7,1,0,Yes,Month-to-month,No,No,None,No,No,No,Yes,No,Yes,Yes,No,No,Electronic Check,49.71999,139.9678,4553.52168,4,4,4,4,4,2,3,2
8688,3,79,55474.57,Female,No,10.58398,14,2,0,No,Two Year,No,Yes,Fiber Optic,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Electronic Check,66.27257,194.9699,5766.226735,3,3,4,3,3,3,3,2
8689,7,42,28147.43,Female,Yes,13.1858,13,0,0,No,Month-to-month,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Electronic Check,56.78578,232.6378,5918.076763,4,4,3,3,3,4,3,2
8690,0,30,37631.87,Female,No,9.014063,15,1,0,No,Month-to-month,Yes,No,DSL,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Credit Card (automatic),66.54637,152.4555,6256.189224000001,2,3,2,4,3,2,5,4
8691,0,24,30834.89,Female,No,13.85041,17,1,0,No,Month-to-month,No,Yes,DSL,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Credit Card (automatic),70.61755,159.9794,6531.657744,3,2,3,2,6,2,3,3
8692,3,57,14549.37,Male,No,13.634089999999999,14,0,0,No,Month-to-month,Yes,Yes,Fiber Optic,Yes,No,No,Yes,Yes,No,No,Yes,No,Credit Card (automatic),51.98225,182.4608,4745.40142,3,2,3,4,4,2,2,4
8693,3,22,82749.1,Male,No,15.50911,11,0,0,No,Month-to-month,No,No,Fiber Optic,Yes,Yes,No,No,Yes,No,Yes,No,No,Mailed Check,68.18047,182.4676,6166.262519,4,4,4,2,4,3,4,4
8694,10,43,9043.82,Male,No,11.480139999999999,15,0,0,No,One year,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Mailed Check,55.8392,144.9889,5722.756561,2,3,2,3,4,2,3,4
8695,1,58,36569.31,Female,No,9.201789999999999,13,1,0,No,One year,No,No,None,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Mailed Check,50.77278,137.4978,4401.494135,4,5,5,3,4,4,4,4
8696,0,68,23962.0,Male,No,10.60652,14,1,1,No,Month-to-month,No,No,DSL,Yes,No,No,No,No,No,No,Yes,No,Credit Card (automatic),61.8783,127.4421,5662.202015,4,4,4,4,3,5,4,5
8697,4,74,7729.12,Female,No,4.868635,16,2,1,No,Two Year,No,No,Fiber Optic,Yes,No,No,No,No,Yes,No,No,Yes,Mailed Check,55.922959999999996,124.9643,4626.563440999999,5,5,4,4,3,4,4,3
8698,1,87,55132.91,Male,No,9.570081,13,0,0,Yes,One year,Yes,No,DSL,No,No,No,No,Yes,Yes,No,No,Yes,Mailed Check,70.22381999999999,117.4872,6244.295389,2,3,2,1,5,4,2,2
8699,3,57,33550.48,Male,No,12.25941,12,0,1,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,No,Yes,No,No,No,No,Yes,Bank Transfer(automatic),37.10779,134.9509,3281.794165,3,3,3,3,5,3,3,4
8700,3,34,10655.22,Male,No,8.70545,18,1,0,No,Two Year,No,No,Fiber Optic,Yes,Yes,No,No,No,No,Yes,No,Yes,Electronic Check,71.85451,169.9447,6342.815783,3,3,4,5,1,4,4,5
8701,1,35,16214.75,Female,No,13.695829999999999,14,1,1,No,Month-to-month,Yes,No,None,Yes,Yes,No,No,Yes,No,No,No,Yes,Electronic Check,71.40033000000001,125.0073,6083.031895,3,4,4,4,5,2,2,4
8702,0,48,37064.13,Female,No,12.90071,18,3,0,No,Month-to-month,Yes,Yes,DSL,No,No,No,No,No,Yes,No,Yes,No,Bank Transfer(automatic),48.14443,139.9512,4524.487668,3,2,2,5,2,4,3,4
8703,3,53,16959.6,Female,No,11.24519,12,2,1,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,No,No,No,No,No,No,Yes,Credit Card (automatic),69.80263000000001,112.4551,5797.5770840000005,3,4,3,3,4,4,3,4
8704,3,42,53102.99,Female,No,14.437429999999999,9,1,1,No,Month-to-month,No,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Bank Transfer(automatic),62.90882,245.1457,5980.394774,2,3,3,5,4,3,3,4
8705,0,18,22871.51,Male,No,15.760810000000001,11,0,0,No,One year,Yes,No,Fiber Optic,Yes,Yes,No,No,Yes,No,No,Yes,No,Mailed Check,52.38257,192.4705,4791.676231,4,4,3,3,3,2,2,3
8706,0,45,8934.54,Male,No,9.528981,13,0,1,Yes,Two Year,Yes,No,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Mailed Check,55.49451,217.484,5127.332044,2,3,3,3,4,3,2,2
8707,2,24,22328.75,Male,No,7.5134929999999995,11,0,1,No,One year,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Electronic Check,57.659490000000005,177.4945,5759.875218,3,3,2,5,3,4,2,5
8708,4,68,46018.62,Male,No,12.46238,15,2,0,No,Month-to-month,No,Yes,DSL,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Electronic Check,70.50313,172.4567,6568.314412,4,3,3,4,3,2,4,4
8709,3,79,6063.08,Male,No,6.783657000000001,12,0,0,Yes,Month-to-month,No,Yes,Fiber Optic,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Mailed Check,63.56932,222.65,5866.269219,4,5,3,3,4,4,4,5
8710,1,20,4824.09,Male,No,3.049819,3,1,2,No,Month-to-month,No,No,None,Yes,No,No,No,No,Yes,Yes,No,No,Credit Card (automatic),48.20556,117.47200000000001,4321.775833,4,4,3,4,4,2,3,3
8711,3,21,8716.7,Male,No,9.498593,12,3,0,Yes,One year,No,Yes,None,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Electronic Check,50.69797,220.1478,4917.7042710000005,3,2,2,4,4,3,4,3
8712,4,76,57316.09,Female,No,17.2406,11,0,0,No,One year,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Mailed Check,66.00509,222.6143,6410.875978,1,2,1,3,5,3,2,3
8713,1,81,65542.94,Male,No,10.280489999999999,14,1,1,No,Two Year,Yes,Yes,None,Yes,Yes,Yes,No,No,No,No,Yes,No,Bank Transfer(automatic),58.46541,149.989,5104.379413000001,3,2,3,3,1,3,3,4
8714,0,62,47589.97,Male,No,11.02103,12,2,0,No,Month-to-month,No,No,DSL,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Credit Card (automatic),71.9039,222.6281,6944.850526,3,3,3,2,3,4,4,5
8715,2,47,18435.57,Male,No,14.21641,16,0,1,No,Two Year,No,Yes,DSL,Yes,Yes,Yes,No,No,No,Yes,No,No,Credit Card (automatic),69.35321,152.4624,6553.155711,3,3,3,5,2,3,3,3
8716,0,60,20746.61,Female,No,5.790787,17,2,0,No,Month-to-month,No,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Mailed Check,44.14411,214.9663,3990.6359909999996,3,3,3,4,4,2,3,2
8717,1,25,38884.17,Female,No,9.733195,15,0,1,No,Two Year,No,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Mailed Check,50.72837,219.9902,4791.332346,5,5,5,4,3,5,4,3
8718,1,78,62884.22,Male,No,11.41985,12,1,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Credit Card (automatic),66.19707,172.4624,5748.631133,4,5,4,4,3,4,3,4
8719,0,35,23178.69,Male,No,13.62563,12,0,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,Yes,No,No,No,Yes,Yes,No,Mailed Check,46.946670000000005,210.127,4471.005057,3,3,3,2,2,3,3,3
8720,1,58,46509.62,Male,No,13.214979999999999,11,0,1,No,One year,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Credit Card (automatic),62.50486,182.4653,5510.7713539999995,3,4,5,3,4,3,3,2
8721,3,25,49597.04,Female,No,7.223746,13,0,2,Yes,Month-to-month,Yes,No,None,No,No,No,No,No,Yes,Yes,No,No,Electronic Check,67.69816,117.47200000000001,5917.079917,5,5,4,2,5,4,3,3
8722,0,29,29321.25,Male,No,6.961508,15,2,1,No,Two Year,No,No,Fiber Optic,Yes,No,No,No,Yes,No,No,No,Yes,Electronic Check,59.94096999999999,124.9781,5143.298984,3,3,2,4,5,2,4,2
8723,0,66,5523.47,Female,No,8.695731,9,1,1,Yes,Two Year,Yes,Yes,DSL,No,Yes,No,No,No,Yes,No,Yes,Yes,Bank Transfer(automatic),63.45694,172.4567,5792.097707,2,3,2,3,2,3,4,3
8724,0,53,41900.38,Female,No,10.72665,8,1,0,No,Month-to-month,No,Yes,None,Yes,No,Yes,Yes,No,No,Yes,No,No,Credit Card (automatic),62.838640000000005,129.9763,5499.615826,4,3,3,4,3,4,3,4
8725,3,33,41617.07,Male,No,13.46933,10,1,0,No,Two Year,No,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Electronic Check,54.07581,172.5104,4893.437646,3,4,4,2,4,4,2,4
